iter	Passed	Remaining
696	2459	1069
697	2461	1064
698	2462	1060
699	2463	1055
700	2465	1051
701	2466	1047
702	2468	1042
703	2470	1038
704	2471	1034
705	2473	1029
706	2474	1025
707	2476	1021
708	2477	1016
709	2478	1012
710	2480	1008
711	2481	1003
712	2484	1000
713	2486	996
714	2487	991
715	2489	987
716	2490	983
717	2492	978
718	2493	974
719	2494	970
720	2495	965
721	2499	962
722	2500	958
723	2502	953
724	2503	949
725	2505	945
726	2506	941
727	2508	937
728	2509	932
729	2510	928
730	2514	925
731	2515	920
732	2516	916
733	2518	912
734	2519	908
735	2520	904
736	2521	899
737	2523	895
738	2524	891
739	2526	887
740	2529	884
741	2530	879
742	2532	875
743	2533	871
744	2534	867
745	2536	863
746	2537	859
747	2538	855
748	2540	851
749	2543	847
750	2545	843
751	2546	839
752	2547	835
753	2549	831
754	2550	827
755	2551	823
756	2552	819
757	2554	815
758	2555	811
759	2558	807
760	2559	803
761	2560	799
762	2562	795
763	2563	791
764	2564	787
765	2565	783
766	2567	779
767	2568	775
768	2569	771
769	2574	768
770	2575	765
771	2577	761
772	2578	757
773	2579	753
774	2581	749
775	2582	745
776	2583	741
777	2587	738
778	2590	734
779	2592	731
780	2594	727
781	2595	723
782	2596	719
783	2598	715
784	2602	712
785	2606	709
786	2608	705
787	2609	702
788	2611	698
789	2612	694
790	2614	690
791	2618	687
792	2620	683
793	2621	680
794	2622	676
795	2624	672
796	2625	668
797	2627	665
798	2628	661
799	2629	657
800	2633	654
801	2634	650
802	2636	646
803	2637	642
804	2638	639
805	2640	635
806	2641	631
807	2642	628
808	2644	624
809	2647	620
810	2648	617
811	2650	613
812	2651	609
813	2652	606
814	2654	602
815	2655	598
816	2657	595
817	2658	591
818	2661	588
819	2663	584
820	2664	581
821	2666	577
822	2667	573
823	2669	570
824	2671	566
825	2672	562
826	2676	559
827	2678	556
828	2680	552
829	2681	549
830	2683	545
831	2684	542
832	2686	538
833	2687	534
834	2693	532
835	2695	528
836	2698	525
837	2700	522
838	2702	518
839	2706	515
840	2711	512
841	2713	509
842	2714	505
843	2716	502
844	2721	499
845	2723	495
846	2729	493
847	2731	489
848	2733	486
849	2740	483
850	2742	480
851	2744	476
852	2747	473
853	2748	469
854	2759	467
855	2761	464
856	2763	461
857	2770	458
858	2773	455
859	2776	451
860	2778	448
861	2779	445
862	2792	443
863	2799	440
864	2803	437
865	2806	434
866	2808	430
867	2811	427
868	2819	425
869	2824	422
870	2827	418
871	2835	416
872	2837	412
873	2839	409
874	2842	406
875	2849	403
876	2857	400
877	2865	398
878	2868	394
879	2870	391
880	2872	388
881	2883	385
882	2886	382
883	2888	379
884	2901	376
885	2904	373
886	2912	371
887	2914	367
888	2920	364
889	2927	361
890	2930	358
891	2932	355
892	2934	351
893	2942	348
894	2944	345
895	2948	342
896	2950	338
897	2955	335
898	2961	332
899	2964	329
900	2966	325
901	2972	322
902	2975	319
903	2979	316
904	2981	313
905	2990	310
906	2992	306
907	3008	304
908	3010	301
909	3013	298
910	3022	295
911	3025	291
912	3027	288
913	3028	284
914	3035	282
915	3041	278
916	3044	275
917	3051	272
918	3053	269
919	3057	265
920	3060	262
921	3063	259
922	3065	255
923	3071	252
924	3079	249
925	3081	246
926	3083	242
927	3088	239
928	3092	236
929	3094	232
930	3097	229
931	3098	226
932	3106	223
933	3108	219
934	3110	216
935	3112	212
936	3114	209
937	3116	205
938	3120	202
939	3124	199
940	3125	195
941	3127	192
942	3129	189
943	3130	185
944	3136	182
945	3138	179
946	3140	175
947	3142	172
948	3143	168
949	3145	165
950	3146	162
951	3150	158
952	3152	155
953	3154	152
954	3155	148
955	3157	145
956	3158	141
957	3160	138
958	3162	135
959	3164	131
960	3166	128
961	3168	125
962	3169	121
963	3171	118
964	3172	115
965	3173	111
966	3177	108
967	3179	105
968	3181	101
969	3183	98
970	3184	95
971	3186	91
972	3187	88
973	3189	85
974	3193	81
975	3195	78
976	3197	75
977	3199	71
978	3201	68
979	3203	65
980	3206	62
981	3209	58
982	3214	55
983	3216	52
984	3218	49
985	3226	45
986	3228	42
987	3230	39
988	3233	35
989	3234	32
990	3245	29
991	3247	26
992	3249	22
993	3254	19
994	3257	16
995	3264	13
996	3266	9
997	3274	6
998	3281	3
999	3286	0
